asin,product_title,category,sub_category,date,units_sold,selling_price,unit_cost,fba_fees,revenue,profit_margin_pct,bsr_rank,stock_level
B0G4368ZFX,"NaturaCare Naturals 500gm Natural Mass Powder for Weight Gain – 1,200+ Calories, Fast Muscle Growth Supplement, High-Calorie Formula for Men & Women",Weight Management,Weight Gain,2026-01-04,15,616.50,0.00,27.11,7398.00,,0,0
B0G44HZFHD,"NaturaCare Naturals Advanced Hair Growth Serum 30 ml with Redensyl 3%, Anagain 4%, Baicapil 2% & Caffeine – Plant Based Serum to Stimulate Hair Regrowth, Support Hair Density & Scalp Care for Men & Women",Hair Care,Redensyl Hair Growth Serum,2026-01-04,1,1096.00,0.00,61.17,1096.00,,0,0
B0G48HK3WQ,"NaturaCare Naturals Banana Organic Shampoo Powder | Herbal, Chemical-Free| Gentle Cleanser for Healthy, Strong Hair 200gm",Body care,Banana Organic Shampoo Powder,2026-01-04,1,609.65,0.00,17.78,609.65,,0,0
B0G94NLS8S,"NaturaCare Naturals Biotin Hair Gummies | Supports Hair Growth & Hair Fall Control | With Zinc, Vitamins & Prebiotics | No Added Sugar | 30 Gummies",Hair Care,Biotin Hair Gummies,2026-01-04,4,609.65,0.00,21.92,1828.95,,0,0
B0GDQW11DB,Product-LKN-Beardserum20ml,General,,2026-01-04,1,548.00,0.00,0.00,548.00,,0,0
B0GDTHS9ST,"NaturaCare Naturals 1kg Natural Mass Gainer Powder – 1,200+ Calories per Serving, Supports Muscle Gain, High-Calorie Nutrition Supplement for Men & Women",Weight Management,Weight Gain,2026-01-04,4,1164.50,0.00,57.94,3493.50,,0,0
B09L1QFQV1,NaturaCare Naturals Almond Scrub 40 g | Almond Face Scrub – Exfoliating & Nourishing – Natural Glow,skin glow and tan,Facial Scrubs & Polishes,2026-01-05,1,335.65,0.00,9.17,335.65,,0,0
B09RSGYCC2,"NaturaCare Naturals Forehead Gel, 50gm | Soothing & Hydrating Gel for Smooth Skin | Reduces Fine Lines & Wrinkles | Anti-Aging Formula| Refreshing & Non-Greasy| Suitable for All Skin Types|",Hair Care,Forehead Gel,2026-01-05,4,541.15,0.00,18.96,1623.45,,0,0
B0BK5186GV,NaturaCare Coffee Face Wash Radiant Complexion Coffee Face Wash with Organic Extract & Nourishing Ingredients100ml,Face Wash,Coffeeface Wash,2026-01-05,1,404.15,0.00,9.54,404.15,,0,0
B0BL43KX8L,"NaturaCare Natural Coffee De-Tan Scrub-50g with Coffee Extract, Olive oil, Almond oil, Hydrogenated Castor Oil, Micronized Nano-Particles, Emulsifying wax ||Organic Coffee De-Tan Scrub - Brighten & Nourish Skin with Natural Ingredients - Exfoliate & Remove Dark Spots||",Face care,De-Tan Scrub,2026-01-05,1,404.15,0.00,6.47,404.15,,0,0
B0BL73PT5W,"NaturaCare Natural Anti-Acne Face Wash-100ml with Thulasi Extract, Sandal Oil, Neem Extract, Coco Glucoside ||Cleanses & Exfoliates for Clear & Refreshed Skin - All Skin Types ||",Face Wash,Anti-Acne Face Wash,2026-01-05,1,404.15,0.00,8.62,404.15,,0,0
B0BM48KNBN,"NaturaCare Natural Beetroot lip balm-6g ||Organic- Natural, Safe & Hydrating for All Skin Types, Perfect for Dry, Chapped Lips",Lip Care,Beetroot Lip Balm,2026-01-05,6,267.15,0.00,8.29,1335.75,,0,0
B0BM4FC2DV,"NaturaCare Strawberry lip balm- 6g, Strawberry Lip Balm - Hydrates & Repairs Dry Lips with Key Ingredients",Lip Care,Strawberry Lip Balm,2026-01-05,1,267.15,0.00,7.27,267.15,,0,0
B0BM4L2LFS,"NaturaCare Natural Cranberry juicy lip balm-20g, Hydrating, Nourishing & Deliciously Sweet",Lip Care,Cranberry Juicy Lip Balm,2026-01-05,1,404.15,0.00,10.78,404.15,,0,0
B0BM4LM6YY,"ntcrni  Natural Litchi juicy lip balm - 20g, Litchi Juicy Lip Balm || Infused with Real Fruit Extract for Nourishing Hydration",Lip Care,Litchi Juicy Lip Balm,2026-01-05,1,404.15,0.00,7.27,404.15,,0,0
B0BN98K2RV,"NaturaCare Natural Goat Milk Charcoal Soap-100 g with Goat Milk, Coconut Oil, Castor Oil, Charcoal Extracts || All-Natural Cleansing Bar for Soft, Smooth Skin||",Goat Milk Soap,Goat Milk Charcoal Soap,2026-01-05,1,239.75,0.00,6.71,239.75,,0,0
B0BNBG9QDL,NaturaCare Natural Saffron Goat Milk Soap -100g ||Pure Luxury : Nourish Your Skin with Saffron-Infused Goat Milk Soap||,Goat Milk Soap,Saffron Goat Milk Soap,2026-01-05,1,239.75,0.00,8.85,239.75,,0,0
B0BNBLMNDJ,"NaturaCare Rice Goat Milk Soap-100g Extra virgin olive oil, Farm fresh goat milk, Coconut oil ||100% Natural Ingredients for Radiant Skin ||",Goat Milk Soap,Goat Milk Soap,2026-01-05,1,239.75,0.00,9.70,239.75,,0,0
B0BTLXHXT8,NaturaCare Naturals Goat Milk Redwine Soap Bar-100g ||Pamper Your Skin with Antioxidant Rich Cleansing||,Goat Milk Soap,Goat Milk Redwine,2026-01-05,1,239.75,0.00,9.70,239.75,,0,0
B0CJMF3TPN,NaturaCare Naturals Slim & Strength Weight Loss Powder 500g | Natural Weight Management & Energy Boost Formula | Supports Metabolism & Enhances Muscle Tone | Sugar-Free & Plant-Based,Weight Management,Weight Loss,2026-01-05,53,719.25,0.00,45.76,30927.75,92.31,0,0
B0CKBKJC3D,"NaturaCare NAturals Goat Milk Shampoo | Nourishing & Moisturizing Shampoo for Soft, Shiny Hair | Enriched with Natural Proteins & Vitamins | Suitable for All Hair Types""",Hair Shampoos,Goat Milk Shampoo,2026-01-05,4,456.67,0.00,21.02,1370.00,,0,0
B0CTDZ8GQH,"NaturaCare Naturals Hibiscus Shampoo - 200 ml with Hibiscus, Lavender buds, Neem leaves || Shampoo - Nourish and Strengthen Hair ||",Hair Shampoos,Hisbiscus Shampoos,2026-01-05,11,379.34,0.00,8.11,3414.04,,0,0
B0CV14GGRY,"NaturaCare Nalangu maavu|| Traditional Herbal Powder|| Gives shine & Glow | Natural Skin Care & Cleansing Powder | Brightens, Exfoliates & Nourishes Skin | Ayurvedic Beauty Ritual""",Body care,Nalangu Mavvu,2026-01-05,7,609.65,0.00,22.19,3657.90,,0,0
B0CV1638G6,NaturaCare Naturals Vitamin C + E face wash | Suitable for All Skin Types,Face Wash,Vitamin C +Face Wash,2026-01-05,1,479.50,0.00,11.85,479.50,,0,0
B0CV17GF6N,NaturaCare Naturals Vitamin C day cream | SPF 30 | Suitable for All Skin Types,Face care,Face Creams,2026-01-05,1,479.50,0.00,17.78,479.50,,0,0
B0CVRXMYB6,"NaturaCare Naturals Rosemary Biotin Hair Growth Serum| | Stimulates Hair Growth & Strengthens Hair | Reduces Hair Fall & Promotes Scalp Health | Natural & Nourishing Formula""",Hair Care,Rosemary Biotin Hair Growth Serum,2026-01-05,2,820.63,0.00,54.96,1641.26,,0,0
B0DHH75TQ4,"NaturaCare Naturals Natural Henna Hair Dye, No Ammonia, For All Hair Types | Hair Color | Rich, Long-Lasting Color & Shine | Safe for All Hair Types | Vegan & Cruelty-Free""",Hair Care,Henna Hair Dye,2026-01-05,27,479.50,0.00,14.10,10549.00,95.98,0,0
B0DR346PWR,"NATURACARE NATURALS 32 Herbs Hair growth Oil | Natural Oil Blend for Stronger, Thicker Hair | Promotes Hair Growth & Reduces Hair Fall | Enriched with Ayurvedic Herbs""",Hair Care,32 Herbs Hair Growth Oil,2026-01-05,15,548.00,0.00,15.32,6576.00,,0,0
B0DSL91D8Z,"NATURACARE NATURALS Under Eye Roll Cooling Under Eye Roll-On | Reduces Puffiness, Dark Circles & Fine Lines|Portable & Convenient|15ml pack",Face care,Under Eye Roll,2026-01-05,1,546.63,0.00,11.85,546.63,,0,0
B0DZTKSRX7,"NaturaCare ABC Malt Health Drink Powder – Apple, Beetroot & Carrot Blend | Immunity Booster & Natural Energy | Antioxidant-Rich Daily Nutrition | 200 g",Milk Mixtures,Abc Malt,2026-01-05,9,615.13,0.00,22.54,4305.91,94.98,0,0
B0F6K4ZJX4,"NaturaCare Natural Saffron Night Gel -100g || Revitalize Your Skin with Our Saffron Infused Night Gel- Experience Radiant, Youthful Results |Lightweight Overnight Repair",Face gel,Saffron Night Gel,2026-01-05,6,541.15,0.00,14.74,2705.75,,0,0
B0F6MZ1NRQ,"NaturaCare Anti-Dandruff Shampoo, 100m| Effective Scalp Treatment | Controls Flakes & Itch| Nourishing Formula for Healthy Hair",Hair Shampoos,Anti Dandruff Shampoo,2026-01-05,1,404.15,68.50,6.34,404.15,,0,0
B0F6N5XPBS,"NaturaCare Naturals Premium Herbal Shampoo | Volumizing, Nourishing & Anti Hair Fall | Paraben & Sulphate Free for All Hair Types | Natural Growth & Scalp Strength | 200 ml",Hair Shampoos,Herbal Shampoo,2026-01-05,5,404.15,0.00,10.28,1616.60,,0,0
B0FYQBV8T2,"NaturaCare Naturals Slim & Strength Multi Grain Health Mix Powder 1 kg | Sprouted Millets, Pulses & Seeds Blend | Plant-Based Traditional Nutrition Mix",Weight Management,Weight Loss,2026-01-05,47,1368.63,0.00,114.22,52007.94,89.90,0,0
B0G4368ZFX,"NaturaCare Naturals 500gm Natural Mass Powder for Weight Gain – 1,200+ Calories, Fast Muscle Growth Supplement, High-Calorie Formula for Men & Women",Weight Management,Weight Gain,2026-01-05,10,616.50,0.00,27.11,4932.00,95.01,0,0
B0G48HK3WQ,"NaturaCare Naturals Banana Organic Shampoo Powder | Herbal, Chemical-Free| Gentle Cleanser for Healthy, Strong Hair 200gm",Body care,Banana Organic Shampoo Powder,2026-01-05,2,609.65,0.00,17.78,1219.30,,0,0
B0G94NLS8S,"NaturaCare Naturals Biotin Hair Gummies | Supports Hair Growth & Hair Fall Control | With Zinc, Vitamins & Prebiotics | No Added Sugar | 30 Gummies",Hair Care,Biotin Hair Gummies,2026-01-05,6,609.65,0.00,21.92,3048.25,,0,0
B0GDQW11DB,Product-LKN-Beardserum20ml,General,,2026-01-05,1,548.00,0.00,0.00,548.00,,0,0
B0GDTHS9ST,"NaturaCare Naturals 1kg Natural Mass Gainer Powder – 1,200+ Calories per Serving, Supports Muscle Gain, High-Calorie Nutrition Supplement for Men & Women",Weight Management,Weight Gain,2026-01-05,2,1164.50,0.00,57.94,2329.00,,0,0
B09L1QFQV1,NaturaCare Naturals Almond Scrub 40 g | Almond Face Scrub – Exfoliating & Nourishing – Natural Glow,skin glow and tan,Facial Scrubs & Polishes,2026-01-06,1,335.65,0.00,9.17,335.65,,0,0
B09RSGYCC2,"NaturaCare Naturals Forehead Gel, 50gm | Soothing & Hydrating Gel for Smooth Skin | Reduces Fine Lines & Wrinkles | Anti-Aging Formula| Refreshing & Non-Greasy| Suitable for All Skin Types|",Hair Care,Forehead Gel,2026-01-06,1,541.15,0.00,18.96,541.15,,0,0
B0BJ112C43,"NaturaCare Silk & Smooth Hair Conditioning Shampoo-200ml ||Nourish and Rejuvenate with Natural Silk & Smooth Hair Conditioning Shampoo - Soft, Shiny, and Healthy Hair Guaranteed||",Hair Shampoos,Conditioning Shampoo,2026-01-06,1,609.65,0.00,19.28,609.65,,0,0
B0BKLQHQ8B,"NaturaCare Black Spot Cream-30g || A revolutionary product that can remove Black Spots, stretch marks, and scars on your face and leaving your skin smooth and pure ||",Face care,Face Creams,2026-01-06,1,616.50,0.00,12.70,616.50,,0,0
B0BM48KNBN,"NaturaCare Natural Beetroot lip balm-6g ||Organic- Natural, Safe & Hydrating for All Skin Types, Perfect for Dry, Chapped Lips",Lip Care,Beetroot Lip Balm,2026-01-06,10,263.73,0.00,8.29,2109.80,,0,0
B0BN98K2RV,"NaturaCare Natural Goat Milk Charcoal Soap-100 g with Goat Milk, Coconut Oil, Castor Oil, Charcoal Extracts || All-Natural Cleansing Bar for Soft, Smooth Skin||",Goat Milk Soap,Goat Milk Charcoal Soap,2026-01-06,1,233.59,0.00,6.71,233.59,,0,0
B0BNBG9QDL,NaturaCare Natural Saffron Goat Milk Soap -100g ||Pure Luxury : Nourish Your Skin with Saffron-Infused Goat Milk Soap||,Goat Milk Soap,Saffron Goat Milk Soap,2026-01-06,2,239.75,0.00,8.85,479.50,,0,0
B0BNBLMNDJ,"NaturaCare Rice Goat Milk Soap-100g Extra virgin olive oil, Farm fresh goat milk, Coconut oil ||100% Natural Ingredients for Radiant Skin ||",Goat Milk Soap,Goat Milk Soap,2026-01-06,1,233.59,0.00,9.70,233.59,,0,0
B0BQ2ZHMH9,"NaturaCare Natural Bamboo sanitary napkin XL, 8 pieces, Bio-degradable||Ultimate Comfort and Protection for Heavy Flow Days||",Body care,Sanitary Napkins,2026-01-06,1,219.20,0.00,4.85,219.20,,0,0
B0BTJ1GCXG,"NaturaCare Natural Rose water -200ml ||Natural Toner, Hydrating Mist, and Soothing Remedy||",Face care,Natural Rose Water,2026-01-06,1,274.00,0.00,32.33,274.00,,0,0
B0BTLXHXT8,NaturaCare Naturals Goat Milk Redwine Soap Bar-100g ||Pamper Your Skin with Antioxidant Rich Cleansing||,Goat Milk Soap,Goat Milk Redwine,2026-01-06,4,239.75,0.00,9.70,719.25,,0,0
B0BTMWK5WX,"NaturaCare Natural Donkey Milk Brazilian clay soap-100g ||Revitalize Your Skin with our Natural Donkey Milk Brazilian Clay Soap - Nourishing, Moisturizing, and Detoxifying||",Goat Milk Soap,Donkey Milk Brazilian Clay Soap,2026-01-06,1,342.50,0.00,9.70,342.50,,0,0
B0BTPLBWBQ,NaturaCare Natural Saffron Moisturizing Cream All Natural Nourishment|-50g,skin glow and tan,Moisturizers,2026-01-06,2,479.50,0.00,12.22,959.00,,0,0
B0CJMF3TPN,NaturaCare Naturals Slim & Strength Weight Loss Powder 500g | Natural Weight Management & Energy Boost Formula | Supports Metabolism & Enhances Muscle Tone | Sugar-Free & Plant-Based,Weight Management,Weight Loss,2026-01-06,87,716.36,0.00,45.76,50861.25,92.42,0,0
B0CTDZ8GQH,"NaturaCare Naturals Hibiscus Shampoo - 200 ml with Hibiscus, Lavender buds, Neem leaves || Shampoo - Nourish and Strengthen Hair ||",Hair Shampoos,Hisbiscus Shampoos,2026-01-06,14,383.60,0.00,8.11,4219.60,,0,0
B0CV14GGRY,"NaturaCare Nalangu maavu|| Traditional Herbal Powder|| Gives shine & Glow | Natural Skin Care & Cleansing Powder | Brightens, Exfoliates & Nourishes Skin | Ayurvedic Beauty Ritual""",Body care,Nalangu Mavvu,2026-01-06,14,609.65,0.00,22.19,6706.15,,0,0
B0CV17GF6N,NaturaCare Naturals Vitamin C day cream | SPF 30 | Suitable for All Skin Types,Face care,Face Creams,2026-01-06,2,479.50,0.00,17.78,959.00,,0,0
B0DHH75TQ4,"NaturaCare Naturals Natural Henna Hair Dye, No Ammonia, For All Hair Types | Hair Color | Rich, Long-Lasting Color & Shine | Safe for All Hair Types | Vegan & Cruelty-Free""",Hair Care,Henna Hair Dye,2026-01-06,74,476.30,0.00,14.10,28578.20,96.33,0,0
B0DR346PWR,"NATURACARE NATURALS 32 Herbs Hair growth Oil | Natural Oil Blend for Stronger, Thicker Hair | Promotes Hair Growth & Reduces Hair Fall | Enriched with Ayurvedic Herbs""",Hair Care,32 Herbs Hair Growth Oil,2026-01-06,14,548.00,0.00,15.32,6028.00,,0,0
B0DSJP1TZ8,"NaturaCare All NATURALS Milky Glow Niacinamide Sunscreen Drops SPF 50 | Lightweight, Hydrating, & Non-Greasy | Broad-Spectrum UVA/UV",skin glow and tan,Sunscreen Drops,2026-01-06,2,683.63,0.00,22.50,1367.26,,0,0
B0DZTKSRX7,"NaturaCare ABC Malt Health Drink Powder – Apple, Beetroot & Carrot Blend | Immunity Booster & Natural Energy | Antioxidant-Rich Daily Nutrition | 200 g",Milk Mixtures,Abc Malt,2026-01-06,5,615.13,0.00,22.54,2460.52,95.15,0,0
B0F6K4ZJX4,"NaturaCare Natural Saffron Night Gel -100g || Revitalize Your Skin with Our Saffron Infused Night Gel- Experience Radiant, Youthful Results |Lightweight Overnight Repair",Face gel,Saffron Night Gel,2026-01-06,14,541.15,0.00,14.74,5952.65,,0,0
B0F6MZ1NRQ,"NaturaCare Anti-Dandruff Shampoo, 100m| Effective Scalp Treatment | Controls Flakes & Itch| Nourishing Formula for Healthy Hair",Hair Shampoos,Anti Dandruff Shampoo,2026-01-06,2,404.15,68.50,6.34,808.30,,0,0
B0F6N5XPBS,"NaturaCare Naturals Premium Herbal Shampoo | Volumizing, Nourishing & Anti Hair Fall | Paraben & Sulphate Free for All Hair Types | Natural Growth & Scalp Strength | 200 ml",Hair Shampoos,Herbal Shampoo,2026-01-06,2,404.15,0.00,10.28,808.30,,0,0
B0FYQBV8T2,"NaturaCare Naturals Slim & Strength Multi Grain Health Mix Powder 1 kg | Sprouted Millets, Pulses & Seeds Blend | Plant-Based Traditional Nutrition Mix",Weight Management,Weight Loss,2026-01-06,49,1368.63,0.00,114.22,54745.20,89.99,0,0
B0G4368ZFX,"NaturaCare Naturals 500gm Natural Mass Powder for Weight Gain – 1,200+ Calories, Fast Muscle Growth Supplement, High-Calorie Formula for Men & Women",Weight Management,Weight Gain,2026-01-06,15,616.50,0.00,27.11,7398.00,94.01,0,0
B0G48HK3WQ,"NaturaCare Naturals Banana Organic Shampoo Powder | Herbal, Chemical-Free| Gentle Cleanser for Healthy, Strong Hair 200gm",Body care,Banana Organic Shampoo Powder,2026-01-06,2,609.65,0.00,17.78,1219.30,,0,0
B0G94NLS8S,"NaturaCare Naturals Biotin Hair Gummies | Supports Hair Growth & Hair Fall Control | With Zinc, Vitamins & Prebiotics | No Added Sugar | 30 Gummies",Hair Care,Biotin Hair Gummies,2026-01-06,5,609.65,0.00,21.92,2438.60,94.02,0,0
B0GDTHS9ST,"NaturaCare Naturals 1kg Natural Mass Gainer Powder – 1,200+ Calories per Serving, Supports Muscle Gain, High-Calorie Nutrition Supplement for Men & Women",Weight Management,Weight Gain,2026-01-06,7,1164.50,0.00,57.94,6987.00,,0,0
B09RSGYCC2,"NaturaCare Naturals Forehead Gel, 50gm | Soothing & Hydrating Gel for Smooth Skin | Reduces Fine Lines & Wrinkles | Anti-Aging Formula| Refreshing & Non-Greasy| Suitable for All Skin Types|",Hair Care,Forehead Gel,2026-01-07,1,541.15,0.00,18.96,541.15,,0,0
B0BK5186GV,NaturaCare Coffee Face Wash Radiant Complexion Coffee Face Wash with Organic Extract & Nourishing Ingredients100ml,Face Wash,Coffeeface Wash,2026-01-07,1,404.15,0.00,9.54,404.15,,0,0
B0BK52C49W,"NaturaCare Red Sandal Exfoliate Scrubbing Face Wash-100ml with Micronized Nano-Particles,Red sandal extract,Hydroxyethyl Cellulose,Rose oil,Grape fruit oil,Lavender oil,Coco glucoside ||Natural Scrub for All Skin Types||",Face Wash,Red Sandal Exfoliate Face Wash,2026-01-07,2,448.68,0.00,13.34,897.35,,0,0
B0BKLQHQ8B,"NaturaCare Black Spot Cream-30g || A revolutionary product that can remove Black Spots, stretch marks, and scars on your face and leaving your skin smooth and pure ||",Face care,Face Creams,2026-01-07,1,616.50,0.00,12.70,616.50,,0,0
B0BKLRNDD2,"NaturaCare Keratin Enriched Onion Hair Conditioner - 110ml with Bhringraj Extracts,Onion Extracts,Olive oil,Rice water ||Revitalize Dull Hair for Silky, Smooth Locks||",Hair Shampoos,Conditioners,2026-01-07,1,409.63,0.00,17.25,409.63,,0,0
B0BM48KNBN,"NaturaCare Natural Beetroot lip balm-6g ||Organic- Natural, Safe & Hydrating for All Skin Types, Perfect for Dry, Chapped Lips",Lip Care,Beetroot Lip Balm,2026-01-07,2,267.15,0.00,8.29,534.30,,0,0
B0BM4LM6YY,"ntcrni  Natural Litchi juicy lip balm - 20g, Litchi Juicy Lip Balm || Infused with Real Fruit Extract for Nourishing Hydration",Lip Care,Litchi Juicy Lip Balm,2026-01-07,1,404.15,0.00,7.27,404.15,,0,0
B0BM55B784,NaturaCare Natural Lip care kit (Strawberry lip balm and Strawberry lip scrub) ||Natural Lip Pigmentation Kit with Strawberry Lip Scrub & Moisturizing Lip Balm - Enhance Your Lips Natural Color||,Lip Care,Lip Kit,2026-01-07,1,602.80,0.00,42.68,602.80,,0,0
B0BNBLMNDJ,"NaturaCare Rice Goat Milk Soap-100g Extra virgin olive oil, Farm fresh goat milk, Coconut oil ||100% Natural Ingredients for Radiant Skin ||",Goat Milk Soap,Goat Milk Soap,2026-01-07,2,239.75,0.00,9.70,479.50,,0,0
B0BTPK5L8Q,"NaturaCare Natural Anti Dandruff Kit (Dandruff mask & Dandruff Shampoo) -150g With Kadukkai (Ink Nut), Awarampoo (Avaram Senna), Farm fresh Goat milk, Shea butter, Coco butter, Castor oil, Coconut oil, Olive Oil, Coco powder to help remove Malassezia || The bacteria that causes dandruff for Healthy Scalp & Hair ||",Hair Combo,Hair Kit,2026-01-07,1,883.65,0.00,71.65,883.65,,0,0
B0CJMF3TPN,NaturaCare Naturals Slim & Strength Weight Loss Powder 500g | Natural Weight Management & Energy Boost Formula | Supports Metabolism & Enhances Muscle Tone | Sugar-Free & Plant-Based,Weight Management,Weight Loss,2026-01-07,57,719.25,0.00,45.76,33085.50,92.40,0,0
B0CTDZ8GQH,"NaturaCare Naturals Hibiscus Shampoo - 200 ml with Hibiscus, Lavender buds, Neem leaves || Shampoo - Nourish and Strengthen Hair ||",Hair Shampoos,Hisbiscus Shampoos,2026-01-07,9,383.60,0.00,8.11,2685.20,,0,0
B0CV14GGRY,"NaturaCare Nalangu maavu|| Traditional Herbal Powder|| Gives shine & Glow | Natural Skin Care & Cleansing Powder | Brightens, Exfoliates & Nourishes Skin | Ayurvedic Beauty Ritual""",Body care,Nalangu Mavvu,2026-01-07,10,609.65,0.00,22.19,4877.20,,0,0
B0CV17GF6N,NaturaCare Naturals Vitamin C day cream | SPF 30 | Suitable for All Skin Types,Face care,Face Creams,2026-01-07,1,431.55,0.00,17.78,431.55,,0,0
B0CVRXMYB6,"NaturaCare Naturals Rosemary Biotin Hair Growth Serum| | Stimulates Hair Growth & Strengthens Hair | Reduces Hair Fall & Promotes Scalp Health | Natural & Nourishing Formula""",Hair Care,Rosemary Biotin Hair Growth Serum,2026-01-07,1,820.63,0.00,54.96,820.63,,0,0
B0CYTC2WJ8,NaturaCare Naturals Keratin Hair Spa Mask | Deep Conditioning & Frizz Control | Restores Shine & Strengthens Hair | Suitable for All Hair Types | Paraben-Free,Hair Care,Keratin Hair Spa Mask,2026-01-07,1,616.50,0.00,8.89,616.50,,0,0
B0DHH75TQ4,"NaturaCare Naturals Natural Henna Hair Dye, No Ammonia, For All Hair Types | Hair Color | Rich, Long-Lasting Color & Shine | Safe for All Hair Types | Vegan & Cruelty-Free""",Hair Care,Henna Hair Dye,2026-01-07,54,478.30,0.00,14.10,21045.26,96.51,0,0
B0DR346PWR,"NATURACARE NATURALS 32 Herbs Hair growth Oil | Natural Oil Blend for Stronger, Thicker Hair | Promotes Hair Growth & Reduces Hair Fall | Enriched with Ayurvedic Herbs""",Hair Care,32 Herbs Hair Growth Oil,2026-01-07,17,548.00,0.00,15.32,7672.00,,0,0
B0DSJP1TZ8,"NaturaCare All NATURALS Milky Glow Niacinamide Sunscreen Drops SPF 50 | Lightweight, Hydrating, & Non-Greasy | Broad-Spectrum UVA/UV",skin glow and tan,Sunscreen Drops,2026-01-07,1,683.63,0.00,22.50,683.63,,0,0
B0DSJR3CRB,"NATURACARE NATURALS Hydra boost Gel Moisturizer | Lightweight, Oil-Free, Fast-Absorbing Hydration for Smooth & Supple Skin | With Hyaluronic Acid | Suitable for All Skin Types",skin glow and tan,Hydra Boost Gel Moisturizer,2026-01-07,1,683.63,0.00,17.78,683.63,,0,0
