asin,keyword,match_type,date,impressions,clicks,cpc,ad_spend,attributed_sales,attributed_units,acos
LKN-HGOIL-200ML,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,530,2,14.86,29.72,0.00,0,0.00
LKN-HGOIL-200ML,hair growth oil,PHRASE,2026-01-02,1,1,9.73,9.73,0.00,0,0.00
LKN-HGOIL-200ML,hair oil,BROAD,2026-01-02,23,1,9.07,9.07,0.00,0,0.00
LKN-HGOIL-200ML,naturacare hair oil,BROAD,2026-01-02,125,18,4.12,61.83,3783.83,4,1.63
LKN-HGOIL-200ML,naturacare naturals,PHRASE,2026-01-02,679,7,12.26,70.99,906.82,2,7.83
LKN-HGOIL-200ML,naturacare naturals,BROAD,2026-01-02,36,1,12.00,14.51,0.00,0,0.00
LKN-HGOIL-200ML,naturacare oil,PHRASE,2026-01-02,7,1,3.55,3.55,0.00,0,0.00
LKN-HGOIL-200ML,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,2,2,2.64,5.27,521.92,1,1.01
LKN-HGOIL-200ML,natural hair oil,BROAD,2026-01-02,209,2,23.87,47.73,0.00,0,0.00
LKN-HGOIL-200ML,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,314,1,7.84,7.84,0.00,0,0.00
LKN-Redensyl serum,hair growth serum,PHRASE,2026-01-02,4,1,23.29,23.29,0.00,0,0.00
LKN-Redensyl serum,hair regrowth serum,BROAD,2026-01-02,1,1,33.59,33.59,0.00,0,0.00
LKN-Redensyl serum,naturacare naturals,BROAD,2026-01-02,6,0,28.90,6.05,0.00,0,0.00
LKN-Redensyl serum,naturacare naturals,PHRASE,2026-01-02,199,7,16.84,97.54,0.00,0,0.00
LKN-Redensyl serum,naturacare naturals hair serum,EXACT,2026-01-02,11,1,30.07,30.07,0.00,0,0.00
LKN-Redensyl serum,redensyl serum,BROAD,2026-01-02,28,4,31.93,95.80,0.00,0,0.00
LKN-Weight-GAIN01,naturacare naturals,PHRASE,2026-01-02,548,11,7.61,66.13,2348.60,5,2.82
LKN-Weight-GAIN01,naturacare naturals,BROAD,2026-01-02,16,0,13.06,4.10,0.00,0,0.00
LKN-Weight-GAIN01,naturacare naturals weight gain powder,EXACT,2026-01-02,32,16,7.94,103.22,2271.57,5,4.54
LKN-Weight-GAIN01,naturacare weight gain powder,EXACT,2026-01-02,21,10,9.25,74.01,587.15,1,12.60
LKN-Weight-GAIN01,laxmi  weight gain powder,EXACT,2026-01-02,1,1,10.43,10.43,0.00,0,0.00
LKN-Weight-GAIN01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,2,1,5.08,5.08,0.00,0,0.00
LKN-Weight-GAIN01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,42,2,10.10,20.21,516.65,1,3.91
LKN-Weight-GAIN01,weight gain,BROAD,2026-01-02,93,12,19.07,190.72,2935.77,2,6.50
LKN-Weight-GAIN01,weight gainer,EXACT,2026-01-02,73,1,25.67,25.67,0.00,0,0.00
LKN-Weight-GAIN01,weight gain powder,EXACT,2026-01-02,63,5,36.01,144.03,0.00,0,0.00
LKN-Weight-GAIN01,weight gain powder,PHRASE,2026-01-02,534,15,23.95,287.34,1696.20,2,16.94
MC-Q0EB-BKWT,naturacare face wash,BROAD,2026-01-02,4,1,12.93,12.93,685.00,1,1.89
MC-Q0EB-BKWT,vitamin c face wash,BROAD,2026-01-02,139,1,18.03,18.03,0.00,0,0.00
QP-AMD8-Y9KH,naturacare naturals,BROAD,2026-01-02,15,0,25.57,6.24,0.00,0,0.00
QP-AMD8-Y9KH,naturacare naturals,PHRASE,2026-01-02,514,8,14.90,100.68,0.00,0,0.00
Slim01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,3279,213,11.19,1935.84,25932.14,47,7.47
Slim01,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,641,7,11.39,68.34,685.00,1,9.98
Slim01,naturacare naturals,PHRASE,2026-01-02,320,5,17.02,65.70,0.00,0,0.00
Slim01,naturacare naturals,BROAD,2026-01-02,10,0,29.20,4.07,0.00,0,0.00
Slim01,naturacare naturals weight loss powder,BROAD,2026-01-02,227,3,27.24,61.28,0.00,0,0.00
Slim01,naturacare weight loss powder,BROAD,2026-01-02,283,7,21.84,125.60,2544.28,4,4.94
Slim01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,2,1,10.82,10.82,0.00,0,0.00
Slim01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,387,6,11.01,55.06,1370.00,2,4.02
Slim01,weight loss powder,PHRASE,2026-01-02,39,7,15.01,90.05,0.00,0,0.00
Slim01,weight loss powder,BROAD,2026-01-02,6,2,14.10,18.80,0.00,0,0.00
Slim01,weight loss products,PHRASE,2026-01-02,202,3,9.82,26.18,0.00,0,0.00
Slim02,belly fat burner,EXACT,2026-01-02,197,1,72.24,72.24,0.00,0,0.00
Slim02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,4867,153,17.52,2172.46,18933.35,18,11.47
Slim02,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,27,4,31.64,94.93,0.00,0,0.00
Slim02,naturacare naturals,PHRASE,2026-01-02,164,4,17.75,51.39,0.00,0,0.00
Slim02,naturacare naturals,BROAD,2026-01-02,5,0,30.46,3.19,0.00,0,0.00
Slim02,naturacare naturals weight loss powder,BROAD,2026-01-02,528,27,13.10,284.97,7626.30,7,3.74
Slim02,naturacare weight loss powder,BROAD,2026-01-02,173,9,13.55,98.23,685.00,1,14.34
Slim02,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,4716,64,25.34,1317.61,3910.36,4,33.70
Slim02,weight loss powder,BROAD,2026-01-02,4,1,21.59,14.40,0.00,0,0.00
Slim02,weight loss powder,PHRASE,2026-01-02,25,4,22.98,68.95,0.00,0,0.00
Slim02,weight loss products,PHRASE,2026-01-02,132,2,15.03,20.05,0.00,0,0.00
sunscreendrops50ml,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,14,1,26.74,13.37,0.00,0,0.00
sunscreendrops50ml,naturacare naturals,PHRASE,2026-01-02,379,5,15.84,61.16,0.00,0,0.00
sunscreendrops50ml,naturacare naturals,BROAD,2026-01-02,11,0,27.18,3.79,0.00,0,0.00
sunscreendrops50ml,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,3,1,10.85,5.43,0.00,0,0.00
UF-44TE-79LK,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,107,1,9.48,4.65,0.00,0,0.00
UF-44TE-79LK,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,3,0,9.23,2.79,0.00,0,0.00
UF-44TE-79LK,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,37,1,8.85,10.69,0.00,0,0.00
XA-UIID-K1KF,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,29,0,5.84,0.67,0.00,0,0.00
XA-UIID-K1KF,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,72,0,9.96,1.14,0.00,0,0.00
XA-UIID-K1KF,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,86,1,6.56,3.38,0.00,0,0.00
XA-UIID-K1KF,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,322,2,8.41,10.57,0.00,0,0.00
Y0-LR81-7OHE,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,19,1,9.81,6.16,0.00,0,0.00
Y0-LR81-7OHE,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,47,1,16.74,10.52,0.00,0,0.00
Y0-LR81-7OHE,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,56,3,11.03,31.19,0.00,0,0.00
Y0-LR81-7OHE,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,210,9,14.13,97.72,0.00,0,0.00
YF-QA0C-YDO2,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,10,0,14.06,4.02,0.00,0,0.00
YF-QA0C-YDO2,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,24,0,24.01,6.86,0.00,0,0.00
YF-QA0C-YDO2,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,29,2,15.81,20.33,0.00,0,0.00
YF-QA0C-YDO2,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-02,110,4,20.27,63.70,0.00,0,0.00
07-IRQL-T5BS,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,32,1,6.01,3.00,580.61,1,0.52
07-IRQL-T5BS,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,2,1,12.20,6.10,0.00,0,0.00
07-IRQL-T5BS,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,4,1,11.24,11.24,0.00,0,0.00
09-NY8V-51DZ,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,11,1,15.20,6.91,0.00,0,0.00
09-NY8V-51DZ,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,1,0,10.78,3.27,0.00,0,0.00
09-NY8V-51DZ,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,7,2,15.68,28.51,0.00,0,0.00
09-NY8V-51DZ,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,175,3,18.17,44.05,0.00,0,0.00
0Y-IUMK-9L39,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,45,0,5.83,1.25,0.00,0,0.00
0Y-IUMK-9L39,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,22,0,7.63,1.09,0.00,0,0.00
0Y-IUMK-9L39,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,0,0,2.84,0.20,0.00,0,0.00
0Y-IUMK-9L39,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,20,1,5.74,3.28,0.00,0,0.00
2V-LWYR-38TF,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,4,0,1.29,0.18,0.00,0,0.00
2V-LWYR-38TF,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,1,0,14.80,4.23,0.00,0,0.00
2V-LWYR-38TF,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,0,0,14.94,2.13,0.00,0,0.00
2V-LWYR-38TF,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,13,1,13.08,5.61,0.00,0,0.00
54-N90S-Z2EK,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,149,8,9.63,62.46,564.12,2,11.07
54-N90S-Z2EK,naturacare natural,PHRASE,2026-01-03,1317,12,12.12,121.19,3706.78,5,3.27
54-N90S-Z2EK,naturacare naturals,PHRASE,2026-01-03,657,12,9.20,86.55,491.85,1,17.60
54-N90S-Z2EK,naturacare naturals,BROAD,2026-01-03,40,1,26.37,15.69,24.80,0,63.27
54-N90S-Z2EK,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,530,39,14.30,452.07,985.84,2,45.86
54-N90S-Z2EK,nalangu maavu,PHRASE,2026-01-03,2,1,12.86,12.86,0.00,0,0.00
54-N90S-Z2EK,nalangu maavu,BROAD,2026-01-03,400,26,15.59,327.33,516.65,1,63.36
54-N90S-Z2EK,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,484,11,5.43,48.42,0.00,0,0.00
6A-X1F7-F5Q6,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,48,1,23.30,23.30,0.00,0,0.00
6A-X1F7-F5Q6,naturacare naturals,BROAD,2026-01-03,47,1,13.99,5.83,0.00,0,0.00
6A-X1F7-F5Q6,naturacare naturals,PHRASE,2026-01-03,778,8,4.88,32.16,0.00,0,0.00
6A-X1F7-F5Q6,naturacare saffron night gel,BROAD,2026-01-03,4,1,3.26,3.26,0.00,0,0.00
6A-X1F7-F5Q6,naturacare saffron night gel,PHRASE,2026-01-03,9,1,3.38,3.38,0.00,0,0.00
6A-X1F7-F5Q6,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,2,1,10.40,10.40,0.00,0,0.00
6A-X1F7-F5Q6,saffron gel,PHRASE,2026-01-03,17,4,12.09,36.28,0.00,0,0.00
6A-X1F7-F5Q6,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,10,2,7.78,15.56,0.00,0,0.00
6Z-V54C-G5K5,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,61,1,13.27,5.69,0.00,0,0.00
6Z-V54C-G5K5,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,30,0,17.37,4.96,0.00,0,0.00
6Z-V54C-G5K5,naturacare naturals,PHRASE,2026-01-03,484,7,8.94,50.42,1285.61,4,3.92
6Z-V54C-G5K5,naturacare naturals,BROAD,2026-01-03,29,0,25.60,9.14,64.83,0,14.10
6Z-V54C-G5K5,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,0,0,6.47,0.92,0.00,0,0.00
6Z-V54C-G5K5,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,27,1,13.07,14.93,0.00,0,0.00
abcmalt-200g,abc malt,PHRASE,2026-01-03,39,1,8.36,8.36,0.00,0,0.00
abcmalt-200g,abc malt powder,PHRASE,2026-01-03,1307,27,20.43,449.55,1630.29,4,27.58
abcmalt-200g,abc malt powder,EXACT,2026-01-03,834,10,17.71,141.70,0.00,0,0.00
abcmalt-200g,abc malt powder naturacare,EXACT,2026-01-03,14,4,10.87,32.62,0.00,0,0.00
abcmalt-200g,abc mix powder,PHRASE,2026-01-03,112,1,22.99,22.99,0.00,0,0.00
abcmalt-200g,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,2144,31,31.58,789.44,5973.13,7,13.22
abcmalt-200g,naturacare abc malt powder,EXACT,2026-01-03,1052,7,17.49,104.93,1757.52,4,5.97
abcmalt-200g,naturacare naturals,BROAD,2026-01-03,23,0,47.55,2.83,0.00,0,0.00
abcmalt-200g,naturacare naturals,PHRASE,2026-01-03,381,1,16.60,15.61,0.00,0,0.00
abcmalt-200g,naturacare naturals abc malt,EXACT,2026-01-03,545,5,36.10,144.40,0.00,0,0.00
abcmalt-200g,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,95,10,28.23,225.83,585.84,1,38.55
B0-BVJJ-KPBN,naturacare naturals,PHRASE,2026-01-03,533,1,12.58,11.83,366.44,1,3.23
B0-BVJJ-KPBN,naturacare naturals,BROAD,2026-01-03,32,0,36.03,2.14,18.48,0,11.61
CA-AE0J-5F22,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,23,2,9.39,16.09,0.00,0,0.00
CA-AE0J-5F22,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,11,1,12.28,14.04,0.00,0,0.00
CA-AE0J-5F22,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,0,1,4.58,2.62,0.00,0,0.00
CA-AE0J-5F22,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,10,6,9.24,42.24,452.80,2,9.33
CJ-HXDG-X2A4,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,24,3,15.87,42.32,0.00,0,0.00
CJ-HXDG-X2A4,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,2,1,13.90,12.36,0.00,0,0.00
CJ-HXDG-X2A4,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,19,5,16.03,71.26,0.00,0,0.00
CO-WC3X-U97N,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,10,0,13.81,4.60,0.00,0,0.00
CO-WC3X-U97N,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,1,0,12.10,1.34,0.00,0,0.00
CO-WC3X-U97N,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,8,1,13.95,7.75,0.00,0,0.00
F4-YFRN-XJE0,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,35,2,8.78,13.32,531.85,2,2.50
F4-YFRN-XJE0,naturacare naturals,PHRASE,2026-01-03,739,6,23.92,112.46,434.75,1,25.87
F4-YFRN-XJE0,naturacare naturals,BROAD,2026-01-03,45,0,68.51,20.39,21.92,0,93.01
F4-YFRN-XJE0,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,125,9,13.03,96.40,929.45,3,10.37
F4-YFRN-XJE0,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,114,3,4.95,10.32,0.00,0,0.00
FR-PG20-IO18,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,19,1,13.48,7.35,0.00,0,0.00
FR-PG20-IO18,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,2,0,9.56,3.48,0.00,0,0.00
FR-PG20-IO18,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,12,3,13.91,30.34,0.00,0,0.00
FR-PG20-IO18,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,311,4,16.12,46.88,0.00,0,0.00
HD001,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,185,5,16.85,67.40,0.00,0,0.00
HD001,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,145,5,9.30,37.21,0.00,0,0.00
HD001,hair dye,BROAD,2026-01-03,64,5,27.25,108.98,0.00,0,0.00
HD001,henna hair dye,BROAD,2026-01-03,69,6,9.07,45.37,456.68,1,9.94
HD001,naturacare hair,PHRASE,2026-01-03,303,12,10.43,104.31,456.68,1,22.84
HD001,naturacare naturals,PHRASE,2026-01-03,374,19,5.81,87.42,2825.85,6,3.09
HD001,naturacare naturals,BROAD,2026-01-03,23,1,16.64,15.85,142.50,0,11.12
HD001,naturacare naturals hair dye,EXACT,2026-01-03,105,31,8.90,222.54,3198.65,6,6.96
HD001,laxmi  natural hair dye,EXACT,2026-01-03,22,1,8.21,8.21,0.00,0,0.00
HD001,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,4,4,25.85,77.54,0.00,0,0.00
HD001,natural hair dye,BROAD,2026-01-03,4,4,7.66,22.97,456.68,1,5.03
HD001,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,14,1,14.25,14.25,0.00,0,0.00
J8-HEEW-PU4E,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,41,1,8.61,5.54,0.00,0,0.00
J8-HEEW-PU4E,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,20,1,11.27,4.83,0.00,0,0.00
J8-HEEW-PU4E,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,0,0,4.20,0.90,0.00,0,0.00
J8-HEEW-PU4E,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,18,2,8.48,14.53,0.00,0,0.00
LH-QRXG-BC86,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,5,1,1.51,0.86,0.00,0,0.00
LH-QRXG-BC86,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,1,1,17.31,19.79,0.00,0,0.00
LH-QRXG-BC86,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,0,1,17.48,9.99,0.00,0,0.00
LH-QRXG-BC86,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,18,2,15.31,26.24,0.00,0,0.00
LKN-AS-02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,12,1,5.25,2.63,0.00,0,0.00
LKN-AS-02,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,1,1,10.68,5.34,0.00,0,0.00
LKN-AS-02,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,1,1,9.83,9.83,0.00,0,0.00
LKN-Gummies01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,1,1,2.38,2.38,0.00,0,0.00
LKN-Gummies01,gummy hair growth,EXACT,2026-01-03,16,1,47.72,47.72,580.61,1,8.22
LKN-Gummies01,naturacare biotin hair gummies,PHRASE,2026-01-03,5,1,10.89,10.89,0.00,0,0.00
LKN-Gummies01,naturacare hair gummies,PHRASE,2026-01-03,11,1,18.60,18.60,0.00,0,0.00
LKN-Gummies01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,63,1,36.43,36.43,0.00,0,0.00
LKN-Gummies01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,626,12,25.14,251.42,0.00,0,0.00
LKN-HGOIL-200ML,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,43,1,12.75,12.75,0.00,0,0.00
LKN-HGOIL-200ML,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,367,2,11.60,23.21,0.00,0,0.00
LKN-HGOIL-200ML,hair growth oil,BROAD,2026-01-03,4,2,8.27,16.54,1043.83,2,1.58
LKN-HGOIL-200ML,hair oil,BROAD,2026-01-03,11,2,11.16,22.32,0.00,0,0.00
LKN-HGOIL-200ML,"keyword-group=""category""",TARGETING_EXPRESSION,2026-01-03,2,1,15.45,15.45,0.00,0,0.00
LKN-HGOIL-200ML,naturacare hair oil,BROAD,2026-01-03,71,7,4.37,26.24,2296.39,5,1.14
LKN-HGOIL-200ML,naturacare naturals,PHRASE,2026-01-03,617,7,7.97,44.99,931.59,2,4.83
LKN-HGOIL-200ML,naturacare naturals,BROAD,2026-01-03,37,0,22.84,8.16,46.98,0,17.36
LKN-HGOIL-200ML,naturacare products,PHRASE,2026-01-03,9,2,6.82,13.65,0.00,0,0.00
LKN-HGOIL-200ML,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,2,2,12.60,25.19,0.00,0,0.00
LKN-HGOIL-200ML,natural hair oil,BROAD,2026-01-03,95,1,20.60,20.60,0.00,0,0.00
LKN-Redensyl serum,naturacare naturals,BROAD,2026-01-03,14,0,35.01,10.42,25.06,0,41.59
LKN-Redensyl serum,naturacare naturals,PHRASE,2026-01-03,232,6,12.22,57.46,496.86,1,11.57
LKN-Redensyl serum,redensyl serum,BROAD,2026-01-03,6,1,7.81,7.81,0.00,0,0.00
LKN-Weight-GAIN01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,7,1,8.01,8.01,0.00,0,0.00
LKN-Weight-GAIN01,naturacare naturals,BROAD,2026-01-03,40,1,56.91,27.10,117.44,0,23.07
LKN-Weight-GAIN01,naturacare naturals,PHRASE,2026-01-03,658,9,19.86,149.45,2329.02,5,6.42
LKN-Weight-GAIN01,naturacare naturals weight gain powder,EXACT,2026-01-03,20,10,5.66,45.26,0.00,0,0.00
LKN-Weight-GAIN01,naturacare weight gain powder,EXACT,2026-01-03,28,11,7.53,67.73,587.15,1,11.54
LKN-Weight-GAIN01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,9,1,16.86,16.86,587.14,1,2.87
LKN-Weight-GAIN01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,59,1,9.74,9.74,0.00,0,0.00
LKN-Weight-GAIN01,weight gain,BROAD,2026-01-03,15,1,28.15,28.15,0.00,0,0.00
LKN-Weight-GAIN01,weight gainer,EXACT,2026-01-03,53,1,53.40,53.40,0.00,0,0.00
LKN-Weight-GAIN01,weight gain powder,EXACT,2026-01-03,44,2,47.39,94.78,0.00,0,0.00
LKN-Weight-GAIN01,weight gain powder,PHRASE,2026-01-03,1146,12,36.97,369.69,1761.46,4,20.99
MC-Q0EB-BKWT,naturacare,BROAD,2026-01-03,5,1,7.47,7.47,0.00,0,0.00
QP-AMD8-Y9KH,naturacare naturals,BROAD,2026-01-03,24,0,74.39,13.28,0.00,0,0.00
QP-AMD8-Y9KH,naturacare naturals,PHRASE,2026-01-03,400,3,25.97,73.26,0.00,0,0.00
Slim01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,2686,204,10.76,1786.38,24329.90,41,7.34
Slim01,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,125,1,1.37,1.37,0.00,0,0.00
Slim01,herbal weight loss products,BROAD,2026-01-03,2,1,15.22,15.22,0.00,0,0.00
Slim01,"keyword-group=""category""",TARGETING_EXPRESSION,2026-01-03,17,2,7.93,15.85,0.00,0,0.00
Slim01,naturacare naturals,PHRASE,2026-01-03,159,5,10.06,37.84,0.00,0,0.00
Slim01,naturacare naturals,BROAD,2026-01-03,10,0,28.82,6.86,0.00,0,0.00
Slim01,naturacare naturals weight loss powder,BROAD,2026-01-03,262,1,26.40,26.40,0.00,0,0.00
Slim01,naturacare weight loss powder,BROAD,2026-01-03,218,7,25.50,152.99,685.00,1,22.33
Slim01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,492,6,11.50,57.50,685.00,1,8.39
Slim01,weight loss powder,BROAD,2026-01-03,7,1,17.21,17.21,0.00,0,0.00
Slim01,weight loss powder,PHRASE,2026-01-03,38,6,25.26,126.29,685.00,1,18.44
Slim02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,7215,185,16.76,2514.17,28653.08,30,8.77
Slim02,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,28,1,19.97,19.97,0.00,0,0.00
Slim02,naturacare naturals,BROAD,2026-01-03,12,1,20.08,8.37,125.15,0,6.69
Slim02,naturacare naturals,PHRASE,2026-01-03,195,8,7.01,46.15,2481.74,2,1.86
Slim02,naturacare naturals weight loss powder,BROAD,2026-01-03,306,5,16.01,64.03,0.00,0,0.00
Slim02,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,4,1,14.37,14.37,0.00,0,0.00
Slim02,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,5632,63,25.43,1296.80,4701.63,6,27.58
Slim02,weight loss kit,EXACT,2026-01-03,162,1,95.30,95.30,0.00,0,0.00
sunscreendrops50ml,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,21,0,1.12,0.32,0.00,0,0.00
sunscreendrops50ml,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,3,1,12.83,7.33,0.00,0,0.00
sunscreendrops50ml,naturacare naturals,BROAD,2026-01-03,21,0,44.36,13.20,0.00,0,0.00
sunscreendrops50ml,naturacare naturals,PHRASE,2026-01-03,350,6,15.48,72.81,0.00,0,0.00
sunscreendrops50ml,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,1,0,12.95,3.70,0.00,0,0.00
sunscreendrops50ml,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,71,1,11.34,9.72,0.00,0,0.00
XA-UIID-K1KF,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,23,0,12.94,4.71,0.00,0,0.00
XA-UIID-K1KF,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,2,0,9.18,2.23,0.00,0,0.00
XA-UIID-K1KF,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,15,2,13.36,19.43,0.00,0,0.00
XA-UIID-K1KF,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,388,2,15.48,30.02,0.00,0,0.00
Y0-LR81-7OHE,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,12,2,12.19,18.84,0.00,0,0.00
Y0-LR81-7OHE,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,1,1,8.65,8.91,0.00,0,0.00
Y0-LR81-7OHE,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,8,8,12.58,77.74,456.68,1,17.02
Y0-LR81-7OHE,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,204,10,14.57,120.12,0.00,0,0.00
YF-QA0C-YDO2,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-03,7,0,17.88,1.63,0.00,0,0.00
